time,pelvis_tilt,pelvis_tilt_vel,pelvis_list,pelvis_list_vel,pelvis_rotation,pelvis_rotation_vel,pelvis_tx,pelvis_tx_vel,pelvis_ty,pelvis_ty_vel,pelvis_tz,pelvis_tz_vel,hip_flexion_r,hip_flexion_r_vel,hip_adduction_r,hip_adduction_r_vel,hip_rotation_r,hip_rotation_r_vel,knee_angle_r,knee_angle_r_vel,ankle_angle_r,ankle_angle_r_vel,hip_flexion_l,hip_flexion_l_vel,hip_adduction_l,hip_adduction_l_vel,hip_rotation_l,hip_rotation_l_vel,knee_angle_l,knee_angle_l_vel,ankle_angle_l,ankle_angle_l_vel,lumbar_extension,lumbar_extension_vel
5.517,-0.318,0.122,-0.029,0.354,-0.131,0.174,2.714,0.294,1.362,0.254,0.037,-0.186,0.672,2.541,0.023,-0.560,0.000,0.000,-1.221,-4.181,0.045,3.421,0.834,-1.286,0.006,0.722,0.000,0.000,-0.792,1.613,0.335,-0.296,-0.087,0.000
5.525,-0.317,0.059,-0.026,0.287,-0.130,0.140,2.716,0.298,1.364,0.265,0.036,-0.155,0.692,2.412,0.019,-0.363,0.000,0.000,-1.255,-3.570,0.073,3.567,0.823,-1.274,0.012,0.576,0.000,0.000,-0.779,1.660,0.333,-0.465,-0.087,0.000
5.533,-0.317,0.018,-0.024,0.309,-0.129,0.045,2.719,0.311,1.366,0.264,0.034,-0.144,0.711,2.470,0.016,-0.358,0.000,0.000,-1.283,-3.157,0.101,2.256,0.813,-1.438,0.017,0.521,0.000,0.000,-0.766,1.901,0.329,0.006,-0.087,0.000
5.542,-0.317,0.217,-0.021,0.188,-0.128,0.259,2.721,0.289,1.369,0.227,0.033,-0.125,0.731,2.069,0.013,-0.233,0.000,0.000,-1.309,-2.760,0.119,3.236,0.802,-1.355,0.021,0.517,0.000,0.000,-0.751,1.442,0.329,0.082,-0.087,0.000
5.550,-0.315,0.114,-0.020,0.206,-0.126,0.267,2.724,0.321,1.370,0.242,0.032,-0.134,0.748,2.013,0.011,-0.244,0.000,0.000,-1.331,-2.215,0.145,2.303,0.791,-1.309,0.025,0.545,0.000,0.000,-0.739,1.569,0.330,-0.127,-0.087,0.000
5.558,-0.314,0.063,-0.018,0.169,-0.124,0.094,2.726,0.330,1.372,0.250,0.031,-0.101,0.764,1.892,0.009,-0.106,0.000,0.000,-1.348,-1.614,0.164,2.114,0.780,-1.301,0.029,0.373,0.000,0.000,-0.726,1.586,0.329,-0.202,-0.087,0.000
5.567,-0.313,0.045,-0.017,0.193,-0.124,0.056,2.729,0.276,1.374,0.231,0.030,-0.100,0.779,1.960,0.008,-0.093,0.000,0.000,-1.361,-1.180,0.181,1.775,0.770,-1.190,0.032,0.385,0.000,0.000,-0.714,1.555,0.327,-0.195,-0.087,0.000
5.575,-0.313,0.020,-0.015,0.102,-0.123,0.092,2.731,0.259,1.376,0.222,0.029,-0.080,0.795,1.772,0.008,0.064,0.000,0.000,-1.371,-0.520,0.195,1.979,0.760,-1.129,0.035,0.276,0.000,0.000,-0.701,1.524,0.326,-0.223,-0.087,0.000
5.583,-0.313,0.000,-0.014,0.098,-0.122,0.057,2.733,0.274,1.378,0.234,0.029,-0.077,0.809,1.568,0.008,0.085,0.000,0.000,-1.375,0.077,0.211,1.687,0.751,-1.202,0.038,0.246,0.000,0.000,-0.689,1.670,0.324,-0.246,-0.087,0.000
5.592,-0.313,-0.237,-0.013,-0.019,-0.122,-0.105,2.735,0.243,1.380,0.218,0.028,-0.031,0.821,1.850,0.009,0.424,0.000,0.000,-1.374,0.468,0.224,0.809,0.742,-0.838,0.040,-0.030,0.000,0.000,-0.676,1.458,0.322,-0.088,-0.087,0.000
5.600,-0.315,0.125,-0.014,0.085,-0.123,0.065,2.737,0.305,1.382,0.234,0.028,-0.063,0.836,1.064,0.012,0.124,0.000,0.000,-1.370,1.132,0.231,2.175,0.735,-1.416,0.039,0.224,0.000,0.000,-0.664,1.765,0.321,-0.421,-0.087,0.000
5.608,-0.314,0.044,-0.013,0.023,-0.122,-0.055,2.740,0.246,1.383,0.194,0.027,-0.046,0.845,1.137,0.013,0.264,0.000,0.000,-1.361,1.441,0.248,1.145,0.724,-1.118,0.041,0.070,0.000,0.000,-0.650,1.449,0.318,-0.134,-0.087,0.000
5.617,-0.313,0.072,-0.013,0.009,-0.123,-0.024,2.742,0.249,1.385,0.200,0.027,-0.035,0.854,0.867,0.015,0.248,0.000,0.000,-1.350,1.891,0.257,1.041,0.715,-1.131,0.042,0.055,0.000,0.000,-0.638,1.409,0.317,-0.180,-0.087,0.000
5.625,-0.313,0.014,-0.013,0.073,-0.123,-0.154,2.744,0.268,1.387,0.200,0.027,-0.038,0.861,0.811,0.017,0.231,0.000,0.000,-1.335,2.398,0.265,0.952,0.706,-1.124,0.042,0.069,0.000,0.000,-0.627,1.448,0.315,-0.238,-0.087,0.000
5.633,-0.313,-0.048,-0.012,-0.026,-0.124,-0.109,2.746,0.270,1.388,0.196,0.026,-0.026,0.867,0.633,0.019,0.352,0.000,0.000,-1.316,2.750,0.273,0.674,0.697,-1.045,0.043,-0.032,0.000,0.000,-0.616,1.438,0.313,-0.233,-0.087,0.000
5.642,-0.313,0.040,-0.012,-0.035,-0.125,-0.094,2.748,0.252,1.390,0.193,0.026,-0.019,0.872,0.193,0.022,0.363,0.000,0.000,-1.294,3.641,0.278,1.350,0.688,-1.097,0.042,-0.044,0.000,0.000,-0.604,1.370,0.312,-0.323,-0.087,0.000
5.650,-0.313,0.014,-0.013,0.022,-0.126,0.008,2.750,0.230,1.391,0.178,0.026,-0.029,0.874,0.277,0.025,0.250,0.000,0.000,-1.264,3.465,0.289,0.752,0.679,-0.990,0.042,0.064,0.000,0.000,-0.593,1.323,0.309,-0.295,-0.087,0.000
5.658,-0.313,0.034,-0.012,-0.023,-0.126,0.068,2.752,0.273,1.393,0.188,0.026,-0.030,0.876,0.070,0.027,0.239,0.000,0.000,-1.237,3.878,0.295,0.548,0.672,-1.115,0.043,0.061,0.000,0.000,-0.583,1.474,0.307,-0.255,-0.087,0.000
5.667,-0.312,0.142,-0.013,-0.104,-0.125,0.015,2.754,0.300,1.394,0.183,0.026,-0.011,0.877,-0.568,0.029,0.411,0.000,0.000,-1.206,4.613,0.300,1.367,0.663,-1.219,0.043,-0.050,0.000,0.000,-0.571,1.330,0.305,-0.171,-0.087,0.000
5.675,-0.311,0.072,-0.013,-0.126,-0.125,0.143,2.756,0.276,1.396,0.165,0.026,0.005,0.872,-0.504,0.032,0.396,0.000,0.000,-1.169,4.442,0.311,0.651,0.653,-1.025,0.043,-0.060,0.000,0.000,-0.560,1.139,0.303,-0.224,-0.087,0.000
5.683,-0.311,0.017,-0.014,-0.178,-0.124,0.221,2.759,0.251,1.397,0.140,0.026,0.014,0.868,-0.618,0.035,0.469,0.000,0.000,-1.133,4.570,0.316,0.221,0.645,-0.839,0.042,-0.102,0.000,0.000,-0.551,0.959,0.301,-0.141,-0.087,0.000
5.692,-0.311,0.052,-0.016,-0.161,-0.122,0.022,2.761,0.250,1.398,0.143,0.026,0.015,0.863,-0.969,0.039,0.575,0.000,0.000,-1.097,6.910,0.318,1.465,0.638,-0.929,0.041,-0.155,0.000,0.000,-0.543,1.073,0.300,-0.135,-0.087,0.000
5.700,-0.310,0.209,-0.017,-0.213,-0.122,0.536,2.763,0.348,1.399,0.141,0.026,0.006,0.855,-0.936,0.043,0.238,0.000,0.000,-1.041,2.593,0.329,-1.443,0.631,-1.182,0.040,0.013,0.000,0.000,-0.535,1.150,0.299,-0.058,-0.087,0.000
5.708,-0.308,0.289,-0.019,-0.245,-0.118,0.446,2.765,0.331,1.400,0.135,0.026,0.024,0.848,-1.547,0.045,0.366,0.000,0.000,-1.021,4.903,0.318,0.102,0.621,-1.097,0.040,-0.072,0.000,0.000,-0.526,0.786,0.299,-0.013,-0.087,0.000
5.717,-0.306,0.305,-0.021,-0.252,-0.114,0.402,2.768,0.325,1.402,0.128,0.026,0.035,0.835,-1.703,0.048,0.436,0.000,0.000,-0.981,4.821,0.319,-0.190,0.612,-0.999,0.040,-0.112,0.000,0.000,-0.519,0.555,0.299,0.009,-0.087,0.000
5.725,-0.304,0.259,-0.023,-0.232,-0.111,0.422,2.771,0.325,1.403,0.128,0.026,0.035,0.822,-1.721,0.052,0.390,0.000,0.000,-0.943,4.708,0.317,-0.481,0.604,-1.118,0.039,-0.093,0.000,0.000,-0.515,0.923,0.299,0.012,-0.087,0.000
5.733,-0.302,0.335,-0.025,-0.257,-0.107,0.590,2.773,0.326,1.404,0.097,0.027,0.020,0.808,-1.842,0.055,0.303,0.000,0.000,-0.905,4.300,0.313,-0.843,0.595,-1.007,0.038,-0.045,0.000,0.000,-0.507,0.543,0.299,0.155,-0.087,0.000
5.742,-0.299,0.434,-0.027,-0.310,-0.103,0.669,2.776,0.349,1.404,0.089,0.027,0.020,0.793,-2.105,0.057,0.305,0.000,0.000,-0.871,4.439,0.306,-0.744,0.587,-1.063,0.038,-0.070,0.000,0.000,-0.503,0.403,0.300,0.235,-0.087,0.000
5.750,-0.296,0.566,-0.029,-0.265,-0.097,0.708,2.779,0.384,1.405,0.096,0.027,0.025,0.777,-2.220,0.060,0.268,0.000,0.000,-0.835,3.672,0.300,-1.403,0.579,-1.237,0.037,-0.025,0.000,0.000,-0.500,0.399,0.302,0.277,-0.087,0.000
5.758,-0.291,0.531,-0.031,-0.242,-0.092,0.826,2.782,0.389,1.406,0.086,0.027,0.028,0.759,-2.346,0.062,0.181,0.000,0.000,-0.806,3.621,0.289,-1.528,0.569,-1.165,0.037,0.016,0.000,0.000,-0.497,0.377,0.304,0.256,-0.087,0.000
5.767,-0.287,0.495,-0.033,-0.258,-0.085,0.849,2.785,0.371,1.406,0.063,0.027,0.020,0.740,-2.343,0.063,0.192,0.000,0.000,-0.777,3.354,0.277,-1.755,0.560,-1.001,0.037,0.007,0.000,0.000,-0.494,0.176,0.306,0.277,-0.087,0.000
5.775,-0.283,0.572,-0.035,-0.098,-0.078,0.729,2.788,0.391,1.407,0.073,0.028,-0.013,0.721,-2.402,0.065,0.009,0.000,0.000,-0.750,3.108,0.263,-1.964,0.552,-1.291,0.037,0.173,0.000,0.000,-0.492,0.519,0.308,0.314,-0.087,0.000
5.783,-0.278,0.532,-0.036,-0.145,-0.072,0.767,2.791,0.375,1.408,0.053,0.027,0.009,0.702,-2.328,0.065,0.054,0.000,0.000,-0.725,2.859,0.247,-0.844,0.541,-1.031,0.038,0.077,0.000,0.000,-0.488,0.091,0.311,0.318,-0.087,0.000
5.792,-0.274,0.600,-0.037,-0.061,-0.066,0.654,2.794,0.414,1.408,0.087,0.028,-0.008,0.683,-2.487,0.065,-0.100,0.000,0.000,-0.702,2.585,0.240,0.314,0.533,-1.384,0.039,0.143,0.000,0.000,-0.487,0.556,0.313,0.260,-0.087,0.000
5.800,-0.269,0.724,-0.038,0.051,-0.061,0.534,2.797,0.429,1.409,0.074,0.027,-0.020,0.664,-2.578,0.065,-0.252,0.000,0.000,-0.682,2.178,0.243,1.079,0.522,-1.556,0.040,0.239,0.000,0.000,-0.483,0.574,0.315,0.386,-0.087,0.000
5.808,-0.263,0.736,-0.037,0.069,-0.057,0.393,2.801,0.408,1.409,0.065,0.027,-0.015,0.643,-2.714,0.063,-0.265,0.000,0.000,-0.664,2.414,0.252,1.145,0.510,-1.522,0.042,0.215,0.000,0.000,-0.478,0.533,0.319,0.526,-0.087,0.000
5.817,-0.257,0.568,-0.037,-0.045,-0.054,0.565,2.804,0.329,1.410,0.047,0.027,-0.001,0.621,-2.519,0.060,-0.196,0.000,0.000,-0.645,2.618,0.261,0.724,0.497,-1.020,0.044,0.108,0.000,0.000,-0.474,0.107,0.323,0.364,-0.087,0.000
5.825,-0.253,0.691,-0.037,-0.003,-0.049,0.289,2.807,0.372,1.410,0.092,0.027,0.018,0.601,-2.638,0.059,-0.127,0.000,0.000,-0.624,2.488,0.267,0.219,0.489,-1.622,0.045,0.061,0.000,0.000,-0.473,0.856,0.326,0.295,-0.087,0.000
5.833,-0.247,0.779,-0.037,-0.114,-0.047,0.361,2.810,0.411,1.411,0.111,0.027,0.039,0.580,-3.048,0.058,0.025,0.000,0.000,-0.604,3.314,0.268,0.712,0.476,-1.688,0.045,-0.061,0.000,0.000,-0.466,0.704,0.328,0.256,-0.087,0.000
5.842,-0.241,0.620,-0.038,-0.229,-0.044,0.678,2.813,0.339,1.412,0.118,0.028,0.039,0.556,-2.192,0.058,-0.080,0.000,0.000,-0.578,1.109,0.274,-0.866,0.463,-1.269,0.045,-0.138,0.000,0.000,-0.461,0.520,0.330,0.039,-0.087,0.000
5.850,-0.236,0.652,-0.040,0.050,-0.039,-0.108,2.816,0.356,1.413,0.112,0.028,0.065,0.538,-3.050,0.057,0.199,0.000,0.000,-0.569,4.830,0.267,1.953,0.453,-1.674,0.044,-0.051,0.000,0.000,-0.457,1.001,0.330,0.193,-0.087,0.000
5.858,-0.231,0.533,-0.039,-0.041,-0.039,0.130,2.818,0.316,1.414,0.105,0.028,0.034,0.514,-1.921,0.059,-0.025,0.000,0.000,-0.530,1.809,0.283,0.167,0.439,-1.292,0.043,-0.034,0.000,0.000,-0.449,0.625,0.332,0.154,-0.087,0.000
5.867,-0.227,0.595,-0.040,-0.011,-0.038,-0.090,2.821,0.368,1.414,0.142,0.029,0.044,0.498,-1.839,0.059,-0.003,0.000,0.000,-0.516,1.534,0.284,0.137,0.429,-1.751,0.043,-0.068,0.000,0.000,-0.444,1.288,0.333,0.125,-0.087,0.000
5.875,-0.222,0.646,-0.040,-0.039,-0.039,-0.094,2.824,0.320,1.416,0.150,0.029,0.043,0.484,-1.545,0.059,0.022,0.000,0.000,-0.503,0.904,0.285,-0.317,0.415,-1.640,0.042,-0.090,0.000,0.000,-0.433,1.053,0.334,0.006,-0.087,0.000
5.883,-0.217,0.600,-0.040,-0.098,-0.040,-0.026,2.826,0.287,1.417,0.174,0.029,0.049,0.471,-1.267,0.059,0.035,0.000,0.000,-0.496,0.406,0.283,-1.084,0.402,-1.610,0.042,-0.156,0.000,0.000,-0.425,1.200,0.334,-0.155,-0.087,0.000
5.892,-0.212,0.618,-0.041,-0.076,-0.040,-0.029,2.829,0.305,1.418,0.155,0.030,0.054,0.461,-1.775,0.059,0.007,0.000,0.000,-0.493,1.588,0.274,-0.262,0.389,-1.596,0.040,-0.125,0.000,0.000,-0.415,1.095,0.333,-0.042,-0.087,0.000
5.900,-0.207,0.666,-0.042,-0.114,-0.040,-0.008,2.831,0.329,1.419,0.157,0.030,0.061,0.447,-1.980,0.059,0.047,0.000,0.000,-0.480,1.784,0.272,-0.374,0.376,-1.609,0.039,-0.180,0.000,0.000,-0.406,0.967,0.333,-0.150,-0.087,0.000
5.908,-0.202,0.672,-0.043,-0.112,-0.040,0.013,2.834,0.339,1.421,0.153,0.031,0.050,0.431,-2.060,0.060,0.039,0.000,0.000,-0.466,1.902,0.269,-0.362,0.363,-1.609,0.038,-0.161,0.000,0.000,-0.399,0.906,0.331,-0.104,-0.087,0.000
5.917,-0.196,0.659,-0.043,-0.087,-0.040,0.019,2.837,0.362,1.422,0.152,0.031,0.047,0.415,-2.146,0.060,0.028,0.000,0.000,-0.451,2.027,0.266,-0.385,0.350,-1.780,0.037,-0.123,0.000,0.000,-0.391,1.249,0.331,-0.166,-0.087,0.000
5.925,-0.191,0.608,-0.044,-0.141,-0.040,0.116,2.839,0.320,1.423,0.121,0.031,0.053,0.397,-1.939,0.060,0.110,0.000,0.000,-0.434,1.786,0.263,-0.184,0.336,-1.518,0.036,-0.175,0.000,0.000,-0.381,1.012,0.329,-0.163,-0.087,0.000
5.933,-0.186,0.503,-0.045,-0.118,-0.039,0.102,2.842,0.266,1.424,0.086,0.032,0.047,0.382,-1.578,0.061,0.094,0.000,0.000,-0.420,1.390,0.261,0.056,0.324,-1.168,0.034,-0.147,0.000,0.000,-0.373,0.648,0.328,0.071,-0.087,0.000
5.942,-0.182,0.521,-0.046,-0.033,-0.038,0.183,2.844,0.314,1.425,0.085,0.032,0.034,0.369,-1.727,0.062,-0.016,0.000,0.000,-0.409,1.509,0.262,0.119,0.315,-1.235,0.033,-0.036,0.000,0.000,-0.368,0.609,0.329,0.086,-0.087,0.000
5.950,-0.178,0.607,-0.046,-0.106,-0.037,0.310,2.847,0.335,1.425,0.101,0.033,0.047,0.355,-2.176,0.062,0.077,0.000,0.000,-0.397,2.160,0.263,0.026,0.305,-1.495,0.033,-0.136,0.000,0.000,-0.363,0.926,0.329,-0.003,-0.087,0.000
5.958,-0.173,0.519,-0.047,-0.185,-0.034,0.312,2.849,0.291,1.426,0.078,0.033,0.040,0.338,-2.032,0.062,0.173,0.000,0.000,-0.380,2.134,0.263,-0.242,0.293,-1.280,0.032,-0.218,0.000,0.000,-0.356,0.779,0.329,0.081,-0.087,0.000
5.967,-0.169,0.641,-0.049,-0.214,-0.032,0.593,2.852,0.350,1.427,0.085,0.033,0.039,0.322,-2.404,0.064,0.182,0.000,0.000,-0.363,2.428,0.261,-0.165,0.282,-1.438,0.030,-0.216,0.000,0.000,-0.350,0.790,0.330,0.125,-0.087,0.000
5.975,-0.164,0.586,-0.050,-0.153,-0.027,0.488,2.854,0.319,1.428,0.080,0.034,0.026,0.302,-2.048,0.065,0.123,0.000,0.000,-0.343,1.952,0.260,-0.278,0.271,-1.380,0.028,-0.153,0.000,0.000,-0.343,0.856,0.331,-0.019,-0.087,0.000
5.983,-0.159,0.563,-0.052,-0.142,-0.023,0.491,2.857,0.281,1.428,0.062,0.034,0.018,0.286,-1.802,0.066,0.110,0.000,0.000,-0.328,1.583,0.258,-0.054,0.260,-1.136,0.027,-0.143,0.000,0.000,-0.336,0.496,0.331,0.132,-0.087,0.000
5.992,-0.155,0.563,-0.053,-0.181,-0.019,0.452,2.859,0.272,1.429,0.047,0.034,0.039,0.272,-1.756,0.067,0.196,0.000,0.000,-0.315,1.456,0.257,-0.059,0.251,-0.965,0.026,-0.234,0.000,0.000,-0.333,0.113,0.332,0.204,-0.087,0.000
6.000,-0.150,0.683,-0.054,-0.183,-0.016,0.675,2.861,0.340,1.429,0.054,0.034,0.023,0.258,-2.512,0.069,0.107,0.000,0.000,-0.303,2.831,0.257,-0.183,0.243,-1.249,0.024,-0.200,0.000,0.000,-0.332,0.352,0.333,0.331,-0.087,0.000
6.008,-0.145,0.618,-0.056,-0.155,-0.010,0.551,2.864,0.316,1.430,0.044,0.034,0.014,0.238,-2.116,0.069,0.117,0.000,0.000,-0.281,2.044,0.255,-0.205,0.233,-1.196,0.022,-0.159,0.000,0.000,-0.329,0.427,0.336,0.174,-0.087,0.000
6.017,-0.140,0.502,-0.057,-0.139,-0.006,0.558,2.867,0.230,1.430,0.024,0.035,-0.005,0.221,-1.634,0.070,0.038,0.000,0.000,-0.264,1.692,0.254,0.074,0.224,-0.737,0.021,-0.112,0.000,0.000,-0.325,-0.076,0.337,0.196,-0.087,0.000
6.025,-0.136,0.537,-0.058,-0.156,-0.001,0.499,2.869,0.205,1.430,0.026,0.034,0.001,0.208,-1.502,0.071,0.078,0.000,0.000,-0.251,1.406,0.254,0.237,0.218,-0.747,0.020,-0.147,0.000,0.000,-0.326,-0.043,0.339,0.322,-0.087,0.000
6.033,-0.131,0.688,-0.059,-0.115,0.003,0.224,2.870,0.266,1.430,0.050,0.034,0.033,0.196,-1.718,0.071,0.127,0.000,0.000,-0.240,1.277,0.256,-0.026,0.212,-1.265,0.019,-0.170,0.000,0.000,-0.326,0.497,0.342,0.428,-0.087,0.000
6.042,-0.126,0.640,-0.060,-0.140,0.004,0.383,2.872,0.281,1.431,0.039,0.035,0.032,0.182,-1.652,0.072,0.168,0.000,0.000,-0.229,1.207,0.256,0.175,0.202,-1.183,0.018,-0.195,0.000,0.000,-0.322,0.401,0.345,0.252,-0.087,0.000
6.050,-0.121,0.486,-0.061,-0.048,0.007,0.201,2.875,0.214,1.431,0.034,0.035,0.011,0.169,-1.273,0.074,0.064,0.000,0.000,-0.220,1.016,0.257,-0.308,0.192,-0.841,0.016,-0.061,0.000,0.000,-0.319,0.101,0.347,-0.031,-0.087,0.000
6.058,-0.117,0.254,-0.062,-0.055,0.009,0.143,2.876,0.150,1.431,0.015,0.035,0.021,0.158,-0.383,0.074,0.081,0.000,0.000,-0.212,-0.117,0.255,0.066,0.185,-0.374,0.016,-0.095,0.000,0.000,-0.318,-0.136,0.347,0.030,-0.087,0.000
6.067,-0.115,0.455,-0.062,-0.020,0.010,0.146,2.877,0.248,1.431,0.034,0.035,0.021,0.155,-1.025,0.075,0.061,0.000,0.000,-0.212,0.471,0.255,0.368,0.182,-1.109,0.015,-0.073,0.000,0.000,-0.319,0.789,0.347,0.504,-0.087,0.000
6.075,-0.111,0.474,-0.062,-0.038,0.011,0.174,2.879,0.246,1.432,0.040,0.035,0.016,0.147,-1.056,0.075,0.081,0.000,0.000,-0.209,0.491,0.258,-0.134,0.174,-1.034,0.014,-0.088,0.000,0.000,-0.313,0.520,0.351,0.134,-0.087,0.000
6.083,-0.107,0.235,-0.063,-0.074,0.013,0.034,2.881,0.155,1.432,0.018,0.036,0.038,0.139,-0.286,0.076,0.170,0.000,0.000,-0.205,-0.347,0.257,-0.053,0.165,-0.414,0.014,-0.150,0.000,0.000,-0.309,-0.100,0.352,0.031,-0.087,0.000
6.092,-0.106,0.240,-0.063,-0.039,0.013,-0.030,2.883,0.124,1.432,0.016,0.036,0.034,0.136,-0.206,0.077,0.111,0.000,0.000,-0.208,-0.372,0.257,0.055,0.162,-0.485,0.012,-0.115,0.000,0.000,-0.310,0.102,0.352,0.107,-0.087,0.000
6.100,-0.104,0.237,-0.064,-0.030,0.013,0.179,2.884,0.120,1.432,0.009,0.036,0.013,0.135,-0.217,0.078,0.063,0.000,0.000,-0.210,-0.358,0.257,0.062,0.158,-0.374,0.012,-0.076,0.000,0.000,-0.309,-0.052,0.353,0.029,-0.087,0.000
6.108,-0.102,0.411,-0.064,-0.023,0.014,-0.083,2.885,0.169,1.432,0.017,0.036,0.038,0.133,-0.462,0.079,0.105,0.000,0.000,-0.213,-0.375,0.258,0.619,0.155,-0.914,0.011,-0.114,0.000,0.000,-0.309,0.479,0.353,0.317,-0.087,0.000
6.117,-0.098,0.171,-0.064,-0.022,0.013,0.178,2.886,0.129,1.432,0.001,0.037,0.014,0.129,-0.257,0.080,0.077,0.000,0.000,-0.216,-0.230,0.263,0.021,0.148,-0.270,0.010,-0.060,0.000,0.000,-0.306,-0.048,0.356,0.039,-0.087,0.000
6.125,-0.097,0.332,-0.064,-0.048,0.015,-0.007,2.887,0.189,1.432,0.020,0.037,0.041,0.127,-0.648,0.080,0.139,0.000,0.000,-0.218,0.098,0.263,0.375,0.146,-0.809,0.010,-0.120,0.000,0.000,-0.306,0.437,0.356,0.323,-0.087,0.000
6.133,-0.094,0.110,-0.065,0.017,0.015,0.067,2.888,0.109,1.433,-0.002,0.037,0.011,0.122,-0.112,0.081,-0.001,0.000,0.000,-0.217,-0.195,0.266,-0.007,0.139,-0.180,0.009,0.011,0.000,0.000,-0.302,-0.174,0.359,-0.026,-0.087,0.000
6.142,-0.094,0.156,-0.064,0.028,0.015,-0.020,2.889,0.122,1.433,0.001,0.037,0.006,0.121,-0.086,0.081,-0.017,0.000,0.000,-0.219,-0.413,0.266,0.428,0.138,-0.327,0.009,0.023,0.000,0.000,-0.304,-0.026,0.359,0.113,-0.087,0.000
6.150,-0.092,0.139,-0.064,-0.017,0.015,0.112,2.890,0.099,1.433,-0.006,0.037,0.001,0.120,-0.163,0.081,0.025,0.000,0.000,-0.222,-0.231,0.269,0.065,0.135,-0.210,0.009,-0.024,0.000,0.000,-0.304,-0.109,0.360,0.074,-0.087,0.000
6.158,-0.091,0.262,-0.064,-0.024,0.016,0.169,2.891,0.145,1.433,-0.001,0.037,0.001,0.119,-0.623,0.081,0.037,0.000,0.000,-0.224,0.251,0.270,0.384,0.133,-0.539,0.009,-0.046,0.000,0.000,-0.305,0.211,0.360,0.564,-0.087,0.000
6.167,-0.089,0.285,-0.065,-0.060,0.017,0.303,2.892,0.139,1.433,0.004,0.037,-0.006,0.114,-0.836,0.082,0.074,0.000,0.000,-0.222,0.699,0.273,0.020,0.129,-0.489,0.008,-0.085,0.000,0.000,-0.303,0.110,0.365,0.205,-0.087,0.000
6.175,-0.087,0.243,-0.065,-0.072,0.020,0.183,2.893,0.138,1.433,0.009,0.037,0.008,0.108,-0.631,0.082,0.098,0.000,0.000,-0.217,0.400,0.273,0.092,0.125,-0.413,0.008,-0.104,0.000,0.000,-0.302,-0.011,0.366,-0.057,-0.087,0.000
6.183,-0.085,0.103,-0.066,0.002,0.021,0.166,2.894,0.104,1.433,-0.001,0.037,0.006,0.102,-0.233,0.083,0.007,0.000,0.000,-0.213,-0.049,0.274,-0.001,0.122,-0.206,0.007,-0.008,0.000,0.000,-0.302,-0.048,0.366,0.005,-0.087,0.000
6.192,-0.084,-0.048,-0.066,0.002,0.023,0.006,2.895,0.065,1.433,-0.011,0.037,0.013,0.101,-0.028,0.083,0.002,0.000,0.000,-0.214,-0.007,0.274,0.001,0.120,-0.017,0.007,0.000,0.000,0.000,-0.303,-0.006,0.366,0.002,-0.087,0.000
6.200,-0.084,0.323,-0.066,-0.092,0.023,0.293,2.896,0.166,1.433,0.017,0.037,0.009,0.100,-1.224,0.083,0.132,0.000,0.000,-0.214,1.374,0.274,-0.137,0.120,-0.701,0.007,-0.142,0.000,0.000,-0.303,0.449,0.366,0.405,-0.087,0.000
6.208,-0.082,-0.040,-0.066,-0.003,0.025,0.002,2.897,0.059,1.433,-0.008,0.037,0.000,0.091,-0.033,0.084,-0.001,0.000,0.000,-0.203,-0.013,0.273,0.000,0.114,-0.009,0.006,-0.006,0.000,0.000,-0.299,-0.009,0.369,0.001,-0.087,0.000
6.217,-0.082,0.632,-0.066,-0.176,0.025,0.560,2.898,0.243,1.433,0.030,0.037,0.014,0.090,-1.937,0.084,0.263,0.000,0.000,-0.203,1.924,0.273,-0.345,0.114,-0.883,0.006,-0.284,0.000,0.000,-0.299,-0.106,0.369,0.351,-0.087,0.000
6.225,-0.077,-0.043,-0.068,0.012,0.030,0.010,2.900,0.055,1.433,-0.010,0.037,0.014,0.075,-0.025,0.086,0.004,0.000,0.000,-0.187,-0.009,0.270,0.000,0.107,-0.022,0.003,-0.008,0.000,0.000,-0.300,-0.012,0.372,-0.001,-0.087,0.000
6.233,-0.077,0.381,-0.068,-0.016,0.030,0.300,2.900,0.176,1.433,0.026,0.038,-0.007,0.075,-1.292,0.086,0.039,0.000,0.000,-0.188,1.333,0.270,-0.249,0.107,-0.820,0.003,-0.049,0.000,0.000,-0.300,0.459,0.372,0.004,-0.087,0.000
6.242,-0.074,-0.038,-0.068,0.007,0.032,0.001,2.901,0.040,1.433,-0.012,0.038,0.006,0.064,-0.015,0.087,-0.005,0.000,0.000,-0.177,0.000,0.268,0.003,0.101,-0.021,0.003,-0.005,0.000,0.000,-0.297,-0.011,0.372,0.001,-0.087,0.000
6.250,-0.075,-0.028,-0.068,0.014,0.032,-0.004,2.902,0.037,1.433,-0.008,0.038,0.011,0.064,-0.028,0.087,-0.005,0.000,0.000,-0.177,0.002,0.268,0.006,0.100,-0.010,0.003,-0.009,0.000,0.000,-0.297,-0.006,0.372,0.005,-0.087,0.000
6.258,-0.075,0.398,-0.068,0.023,0.032,0.209,2.902,0.179,1.433,0.023,0.038,-0.009,0.064,-1.318,0.087,-0.005,0.000,0.000,-0.177,1.352,0.268,-0.020,0.100,-0.804,0.003,-0.001,0.000,0.000,-0.297,0.368,0.372,0.374,-0.087,0.000
